type_of_food,number_of_guests,event_type,quantity_of_food,storage_conditions,purchase_history,seasonality,preparation_method,geographical_location,pricing,wastage_food_amount
Bakery,406,Festival,115,Frozen,Regular,Winter,Buffet,Mansoura,High,87
Bakery,382,Festival,109,Room Temperature,Occasional,All Seasons,Finger Food,Delta,Low,54
Meat,424,Birthday,311,Frozen,Occasional,Spring,Finger Food,Mansoura,High,78
Bakery,324,Wedding,450,Refrigerated,Occasional,Autumn,Finger Food,Upper Egypt,Moderate,84
Fruits,340,Festival,247,Frozen,Regular,All Seasons,Plated,Mansoura,Low,30
Dairy,461,Corporate,101,Frozen,Regular,Autumn,Buffet,Mansoura,Low,54
Dairy,117,Corporate,151,Room Temperature,Occasional,Summer,Finger Food,Upper Egypt,Moderate,92
Bakery,258,Wedding,388,Room Temperature,Occasional,Summer,Finger Food,Alexandria,Moderate,50
Meat,138,Wedding,531,Room Temperature,Occasional,All Seasons,Buffet,Cairo,Moderate,72
Dairy,222,Festival,593,Refrigerated,Occasional,All Seasons,Finger Food,Cairo,Moderate,53
Fruits,180,Wedding,159,Refrigerated,Regular,Summer,Finger Food,Alexandria,Low,70
Bakery,363,Festival,353,Refrigerated,Regular,Winter,Buffet,Delta,Moderate,73
Dairy,58,Birthday,375,Room Temperature,Regular,All Seasons,Finger Food,Cairo,Low,57
Vegetables,73,Wedding,324,Refrigerated,Regular,Autumn,Plated,Mansoura,Low,27
Meat,458,Wedding,99,Frozen,Regular,All Seasons,Plated,Alexandria,High,13
Vegetables,187,Corporate,493,Frozen,Regular,Autumn,Finger Food,Delta,Moderate,78
Dairy,119,Wedding,394,Refrigerated,Occasional,All Seasons,Buffet,Alexandria,Moderate,83
Fruits,319,Corporate,355,Room Temperature,Regular,Spring,Buffet,Alexandria,Moderate,93
Dairy,203,Corporate,379,Room Temperature,Regular,Autumn,Finger Food,Upper Egypt,Low,48
Bakery,474,Corporate,193,Frozen,Occasional,All Seasons,Buffet,Upper Egypt,High,37
Fruits,125,Corporate,288,Refrigerated,Occasional,Autumn,Plated,Giza,Moderate,71
Fruits,362,Corporate,529,Refrigerated,Occasional,Winter,Buffet,Giza,Low,77
Dairy,390,Festival,532,Room Temperature,Occasional,Spring,Finger Food,Delta,Moderate,19
Fruits,84,Festival,323,Frozen,Regular,Winter,Buffet,Delta,High,97
Vegetables,479,Wedding,582,Room Temperature,Occasional,All Seasons,Plated,Mansoura,Low,36
Vegetables,136,Festival,81,Frozen,Occasional,Autumn,Finger Food,Upper Egypt,High,40
Vegetables,285,Festival,542,Room Temperature,Regular,All Seasons,Finger Food,Giza,High,5
Dairy,256,Birthday,268,Frozen,Regular,Summer,Buffet,Delta,Low,64
Bakery,306,Birthday,351,Refrigerated,Occasional,Summer,Finger Food,Delta,Moderate,58
Bakery,330,Corporate,480,Refrigerated,Regular,Winter,Finger Food,Upper Egypt,Low,33
Dairy,110,Festival,564,Frozen,Regular,Winter,Buffet,Giza,Moderate,91
Bakery,78,Corporate,488,Room Temperature,Occasional,Autumn,Plated,Upper Egypt,Moderate,12
Bakery,193,Festival,507,Frozen,Occasional,Summer,Buffet,Upper Egypt,Moderate,58
Dairy,210,Wedding,257,Frozen,Regular,Autumn,Plated,Delta,High,10
Dairy,433,Birthday,523,Frozen,Regular,Summer,Plated,Cairo,Moderate,68
Bakery,79,Wedding,428,Frozen,Occasional,Winter,Finger Food,Delta,Low,69
Fruits,331,Festival,470,Refrigerated,Regular,Winter,Buffet,Upper Egypt,Moderate,56
Meat,127,Birthday,458,Frozen,Regular,Winter,Buffet,Upper Egypt,High,82
Meat,373,Wedding,140,Frozen,Regular,Winter,Plated,Upper Egypt,High,71
Dairy,483,Corporate,573,Refrigerated,Regular,Spring,Buffet,Mansoura,Moderate,96
Bakery,68,Corporate,98,Room Temperature,Regular,Winter,Finger Food,Giza,High,76
Vegetables,248,Birthday,279,Room Temperature,Occasional,Summer,Plated,Mansoura,Low,36
Fruits,72,Festival,552,Room Temperature,Occasional,Autumn,Plated,Mansoura,High,98
Vegetables,147,Wedding,412,Frozen,Occasional,All Seasons,Finger Food,Mansoura,Low,99
Meat,442,Birthday,273,Refrigerated,Occasional,Summer,Finger Food,Upper Egypt,Low,92
Fruits,275,Corporate,416,Refrigerated,Regular,Autumn,Finger Food,Delta,High,91
Vegetables,314,Wedding,336,Room Temperature,Regular,Summer,Finger Food,Delta,High,31
Meat,89,Wedding,115,Room Temperature,Occasional,All Seasons,Plated,Upper Egypt,Low,24
Vegetables,381,Wedding,100,Refrigerated,Occasional,Autumn,Finger Food,Cairo,Moderate,85
Dairy,469,Corporate,88,Frozen,Occasional,Spring,Plated,Mansoura,High,11
Vegetables,168,Wedding,323,Room Temperature,Occasional,Autumn,Finger Food,Alexandria,Moderate,65
Bakery,464,Wedding,75,Refrigerated,Occasional,Spring,Finger Food,Cairo,Low,60
Vegetables,118,Wedding,541,Refrigerated,Occasional,Autumn,Plated,Giza,Low,50
Bakery,305,Wedding,513,Frozen,Regular,Autumn,Plated,Upper Egypt,Low,89
Dairy,169,Corporate,571,Room Temperature,Regular,All Seasons,Buffet,Delta,Low,47
Bakery,238,Wedding,217,Refrigerated,Regular,Winter,Finger Food,Cairo,Moderate,99
Fruits,85,Wedding,310,Frozen,Regular,Autumn,Finger Food,Mansoura,Low,64
Vegetables,203,Wedding,443,Room Temperature,Occasional,Spring,Buffet,Upper Egypt,Low,49
Bakery,232,Wedding,134,Frozen,Occasional,Summer,Plated,Delta,Low,59
Meat,276,Corporate,394,Refrigerated,Regular,Winter,Buffet,Delta,High,17
Dairy,339,Corporate,343,Refrigerated,Regular,Summer,Finger Food,Upper Egypt,Moderate,54
Meat,411,Wedding,258,Frozen,Occasional,Spring,Finger Food,Cairo,High,21
Bakery,464,Birthday,598,Room Temperature,Occasional,Winter,Buffet,Cairo,Low,59
Fruits,433,Corporate,443,Frozen,Regular,All Seasons,Plated,Giza,Moderate,53
Dairy,285,Corporate,436,Room Temperature,Occasional,Spring,Buffet,Cairo,Low,45
Dairy,173,Wedding,228,Refrigerated,Regular,Winter,Buffet,Upper Egypt,High,33
Fruits,364,Corporate,124,Refrigerated,Occasional,Spring,Plated,Giza,Moderate,67
Fruits,366,Corporate,146,Room Temperature,Occasional,Autumn,Buffet,Alexandria,Low,86
Fruits,191,Festival,173,Room Temperature,Occasional,All Seasons,Plated,Giza,Low,36
Fruits,82,Festival,361,Room Temperature,Occasional,Spring,Finger Food,Giza,Moderate,11
Meat,331,Festival,302,Room Temperature,Regular,Spring,Buffet,Cairo,High,79
Fruits,426,Festival,392,Room Temperature,Regular,Winter,Finger Food,Upper Egypt,Moderate,53
Fruits,465,Corporate,355,Frozen,Regular,All Seasons,Buffet,Delta,Moderate,5
Vegetables,430,Wedding,401,Refrigerated,Regular,Summer,Finger Food,Upper Egypt,Moderate,75
Dairy,296,Birthday,234,Frozen,Regular,Autumn,Buffet,Alexandria,Moderate,35
Vegetables,83,Wedding,419,Room Temperature,Occasional,All Seasons,Finger Food,Upper Egypt,Moderate,42
Bakery,474,Birthday,202,Room Temperature,Regular,All Seasons,Finger Food,Upper Egypt,High,63
Bakery,314,Festival,374,Refrigerated,Regular,Winter,Plated,Cairo,Moderate,6
Bakery,214,Wedding,299,Room Temperature,Occasional,Spring,Finger Food,Cairo,High,29
Meat,407,Wedding,564,Refrigerated,Regular,All Seasons,Plated,Upper Egypt,High,66
Vegetables,93,Wedding,261,Frozen,Regular,Summer,Buffet,Cairo,Moderate,34
Dairy,296,Festival,224,Frozen,Regular,All Seasons,Finger Food,Delta,Low,75
Dairy,99,Corporate,465,Frozen,Occasional,Spring,Finger Food,Giza,Moderate,63
Meat,258,Corporate,196,Room Temperature,Regular,Winter,Plated,Cairo,Moderate,38
Vegetables,411,Birthday,62,Room Temperature,Regular,All Seasons,Buffet,Giza,Low,28
Bakery,271,Wedding,393,Frozen,Regular,Summer,Buffet,Giza,Moderate,99
Meat,99,Wedding,207,Refrigerated,Occasional,Spring,Finger Food,Cairo,Low,45
Meat,181,Wedding,195,Refrigerated,Regular,Spring,Finger Food,Giza,Low,99
Bakery,122,Birthday,188,Refrigerated,Occasional,All Seasons,Buffet,Alexandria,Low,80
Vegetables,144,Birthday,98,Room Temperature,Occasional,Winter,Plated,Cairo,Low,89
Bakery,437,Corporate,127,Refrigerated,Regular,Summer,Plated,Alexandria,Low,33
Bakery,101,Birthday,283,Frozen,Regular,Summer,Buffet,Delta,Moderate,19
Vegetables,131,Birthday,310,Room Temperature,Occasional,Summer,Finger Food,Giza,Low,43
Vegetables,306,Festival,355,Room Temperature,Occasional,Spring,Buffet,Giza,Moderate,79
Bakery,270,Festival,247,Room Temperature,Regular,All Seasons,Plated,Delta,Moderate,36
Dairy,434,Festival,534,Frozen,Regular,Summer,Plated,Delta,High,86
Fruits,140,Festival,287,Room Temperature,Occasional,All Seasons,Finger Food,Upper Egypt,Low,54
Dairy,239,Wedding,117,Room Temperature,Occasional,Spring,Buffet,Alexandria,Low,86
Bakery,81,Festival,476,Room Temperature,Regular,Summer,Finger Food,Alexandria,Low,36
Dairy,484,Wedding,213,Room Temperature,Occasional,Summer,Finger Food,Mansoura,High,45
Vegetables,223,Birthday,467,Refrigerated,Occasional,Winter,Buffet,Alexandria,Low,95
Dairy,302,Birthday,354,Refrigerated,Occasional,Spring,Buffet,Giza,High,63
Dairy,150,Birthday,381,Room Temperature,Regular,Summer,Finger Food,Delta,Moderate,69
Dairy,176,Corporate,472,Refrigerated,Occasional,Autumn,Buffet,Alexandria,High,65
Bakery,377,Birthday,129,Room Temperature,Regular,Summer,Buffet,Upper Egypt,High,15
Meat,251,Birthday,522,Refrigerated,Regular,Winter,Buffet,Mansoura,Low,65
Vegetables,244,Corporate,532,Frozen,Regular,All Seasons,Buffet,Alexandria,High,83
Dairy,467,Festival,69,Frozen,Regular,Spring,Plated,Alexandria,High,31
Meat,117,Corporate,342,Room Temperature,Regular,Autumn,Finger Food,Mansoura,Moderate,28
Fruits,378,Wedding,197,Frozen,Regular,Spring,Plated,Alexandria,Moderate,56
Vegetables,467,Birthday,161,Room Temperature,Regular,Autumn,Plated,Upper Egypt,Moderate,6
Vegetables,252,Wedding,567,Frozen,Regular,All Seasons,Buffet,Upper Egypt,Moderate,94
Dairy,417,Wedding,521,Refrigerated,Occasional,Spring,Plated,Cairo,Moderate,92
Bakery,164,Birthday,386,Refrigerated,Regular,All Seasons,Buffet,Mansoura,Low,26
Fruits,452,Corporate,166,Room Temperature,Regular,Autumn,Plated,Alexandria,High,79
Meat,439,Corporate,249,Refrigerated,Regular,Summer,Finger Food,Giza,Moderate,90
Dairy,476,Festival,260,Frozen,Occasional,Autumn,Buffet,Alexandria,Low,77
Bakery,458,Wedding,140,Frozen,Regular,All Seasons,Finger Food,Mansoura,High,32
Meat,87,Wedding,143,Refrigerated,Occasional,All Seasons,Finger Food,Delta,High,95
Bakery,389,Corporate,75,Refrigerated,Occasional,Winter,Buffet,Giza,High,76
Dairy,486,Festival,171,Room Temperature,Regular,All Seasons,Plated,Delta,Low,36
Fruits,123,Corporate,255,Room Temperature,Occasional,Summer,Plated,Alexandria,Low,12
Vegetables,213,Birthday,126,Room Temperature,Regular,Spring,Plated,Upper Egypt,Low,67
Bakery,101,Birthday,441,Refrigerated,Regular,Summer,Finger Food,Cairo,High,16
Dairy,109,Birthday,188,Frozen,Regular,Autumn,Plated,Alexandria,Low,22
Fruits,287,Corporate,215,Frozen,Regular,Summer,Buffet,Cairo,Low,73
Dairy,485,Wedding,374,Refrigerated,Occasional,All Seasons,Plated,Giza,Moderate,65
Bakery,238,Festival,439,Room Temperature,Occasional,Winter,Plated,Cairo,Low,75
Meat,69,Festival,358,Frozen,Regular,Spring,Buffet,Delta,Moderate,26
Vegetables,378,Birthday,171,Room Temperature,Occasional,All Seasons,Buffet,Upper Egypt,Low,15
Fruits,161,Wedding,102,Room Temperature,Occasional,Winter,Finger Food,Cairo,Moderate,75
Fruits,466,Wedding,395,Refrigerated,Occasional,Winter,Plated,Mansoura,High,44
Meat,51,Birthday,422,Room Temperature,Occasional,All Seasons,Plated,Mansoura,High,74
Bakery,410,Wedding,583,Frozen,Occasional,Spring,Finger Food,Delta,Moderate,69
Bakery,356,Birthday,109,Refrigerated,Occasional,All Seasons,Plated,Upper Egypt,High,98
Fruits,271,Festival,406,Frozen,Occasional,Winter,Finger Food,Alexandria,High,42
Vegetables,486,Birthday,509,Frozen,Regular,Spring,Buffet,Mansoura,Moderate,22
Fruits,257,Wedding,76,Room Temperature,Occasional,All Seasons,Finger Food,Cairo,High,10
Meat,200,Wedding,163,Refrigerated,Regular,Spring,Plated,Upper Egypt,Moderate,28
Fruits,70,Festival,155,Refrigerated,Regular,Spring,Finger Food,Delta,High,12
Fruits,461,Corporate,547,Refrigerated,Regular,All Seasons,Finger Food,Mansoura,Low,29
Bakery,418,Corporate,174,Room Temperature,Regular,Winter,Buffet,Giza,High,23
Vegetables,139,Birthday,340,Refrigerated,Occasional,Spring,Finger Food,Giza,High,29
Fruits,360,Wedding,82,Refrigerated,Occasional,All Seasons,Buffet,Upper Egypt,High,39
Dairy,359,Corporate,283,Room Temperature,Regular,All Seasons,Buffet,Alexandria,High,8
Fruits,149,Wedding,503,Refrigerated,Regular,Autumn,Plated,Giza,Low,60
Fruits,110,Wedding,551,Frozen,Regular,Autumn,Finger Food,Delta,Low,8
Vegetables,326,Corporate,124,Refrigerated,Occasional,All Seasons,Plated,Alexandria,High,47
Vegetables,204,Corporate,390,Refrigerated,Regular,Summer,Finger Food,Mansoura,High,57
Dairy,197,Birthday,87,Refrigerated,Regular,Autumn,Plated,Delta,High,33
Meat,247,Birthday,402,Room Temperature,Regular,Winter,Finger Food,Delta,High,19
Vegetables,99,Birthday,505,Room Temperature,Regular,Spring,Plated,Delta,Low,45
Fruits,332,Wedding,402,Room Temperature,Occasional,Autumn,Plated,Alexandria,High,7
Bakery,438,Wedding,241,Frozen,Regular,Spring,Plated,Mansoura,High,86
Meat,403,Wedding,417,Refrigerated,Occasional,All Seasons,Finger Food,Cairo,High,11
Dairy,219,Festival,520,Refrigerated,Regular,Spring,Finger Food,Alexandria,Moderate,10
Meat,254,Wedding,197,Room Temperature,Occasional,All Seasons,Buffet,Mansoura,High,76
Meat,203,Corporate,193,Room Temperature,Regular,All Seasons,Plated,Alexandria,Low,66
Dairy,365,Birthday,457,Room Temperature,Occasional,Summer,Finger Food,Mansoura,Low,46
Meat,322,Wedding,238,Refrigerated,Regular,Summer,Buffet,Giza,Moderate,70
Meat,442,Corporate,330,Refrigerated,Occasional,Winter,Finger Food,Cairo,High,47
Fruits,176,Festival,160,Room Temperature,Occasional,Summer,Finger Food,Alexandria,High,8
Dairy,139,Festival,437,Refrigerated,Regular,Summer,Buffet,Alexandria,Moderate,12
Vegetables,440,Birthday,276,Frozen,Regular,Autumn,Finger Food,Upper Egypt,High,42
Fruits,142,Birthday,134,Room Temperature,Regular,Autumn,Finger Food,Giza,Low,40
Meat,474,Birthday,495,Room Temperature,Regular,Autumn,Plated,Cairo,Moderate,25
Meat,298,Wedding,210,Frozen,Regular,Winter,Buffet,Alexandria,Low,57
Dairy,327,Birthday,172,Room Temperature,Regular,Autumn,Buffet,Mansoura,Moderate,82
Vegetables,293,Corporate,455,Refrigerated,Regular,Summer,Buffet,Giza,Low,34
Bakery,130,Corporate,359,Frozen,Occasional,All Seasons,Buffet,Giza,Low,58
Meat,393,Corporate,158,Frozen,Regular,Winter,Buffet,Alexandria,High,33
Dairy,359,Festival,136,Frozen,Regular,All Seasons,Buffet,Upper Egypt,Low,28
Bakery,381,Wedding,490,Refrigerated,Occasional,Winter,Buffet,Alexandria,Moderate,96
Fruits,408,Festival,115,Frozen,Occasional,Summer,Plated,Alexandria,Low,98
Dairy,346,Birthday,282,Refrigerated,Occasional,Summer,Plated,Giza,Low,100
Vegetables,92,Festival,529,Room Temperature,Regular,Summer,Finger Food,Mansoura,Moderate,61
Fruits,478,Birthday,504,Refrigerated,Regular,Autumn,Finger Food,Alexandria,Low,91
Bakery,408,Corporate,132,Frozen,Occasional,Spring,Finger Food,Mansoura,High,59
Fruits,79,Wedding,231,Frozen,Occasional,Spring,Buffet,Giza,Low,78
Vegetables,333,Corporate,378,Room Temperature,Regular,Spring,Plated,Cairo,High,84
Meat,129,Birthday,301,Refrigerated,Regular,Spring,Finger Food,Upper Egypt,High,92
Dairy,62,Festival,539,Frozen,Occasional,Winter,Finger Food,Giza,Low,24
Vegetables,400,Festival,176,Frozen,Occasional,Autumn,Buffet,Cairo,Low,53
Bakery,418,Wedding,574,Room Temperature,Occasional,Winter,Finger Food,Cairo,Low,41
Vegetables,360,Wedding,247,Refrigerated,Regular,All Seasons,Plated,Giza,Moderate,48
Vegetables,341,Birthday,299,Frozen,Regular,Winter,Buffet,Alexandria,Moderate,49
Bakery,387,Festival,439,Frozen,Regular,Winter,Finger Food,Delta,High,38
Meat,301,Birthday,558,Room Temperature,Occasional,Autumn,Buffet,Alexandria,Low,72
Vegetables,71,Corporate,150,Room Temperature,Regular,Spring,Finger Food,Giza,High,59
Dairy,199,Birthday,491,Room Temperature,Regular,Summer,Buffet,Giza,Moderate,28
Fruits,211,Wedding,275,Refrigerated,Occasional,Summer,Plated,Mansoura,Moderate,54
Bakery,290,Festival,316,Frozen,Occasional,Autumn,Finger Food,Delta,Moderate,25
Vegetables,192,Wedding,426,Refrigerated,Regular,Summer,Finger Food,Upper Egypt,Low,45
Meat,261,Birthday,478,Room Temperature,Occasional,Autumn,Finger Food,Cairo,Low,91
Meat,493,Festival,179,Room Temperature,Occasional,Spring,Buffet,Delta,Low,99
Fruits,409,Corporate,501,Frozen,Regular,Summer,Plated,Alexandria,Low,14
Vegetables,344,Corporate,358,Room Temperature,Occasional,All Seasons,Buffet,Giza,Low,42
Dairy,286,Corporate,343,Room Temperature,Occasional,Autumn,Finger Food,Giza,Moderate,19
Bakery,199,Corporate,519,Refrigerated,Regular,Winter,Plated,Delta,High,22
Meat,199,Festival,197,Refrigerated,Regular,Spring,Plated,Upper Egypt,Low,93
Meat,340,Wedding,374,Refrigerated,Occasional,Spring,Finger Food,Upper Egypt,Moderate,6
Dairy,150,Festival,274,Frozen,Regular,Autumn,Finger Food,Giza,Low,19
Meat,120,Birthday,77,Refrigerated,Occasional,Autumn,Finger Food,Giza,Moderate,37
Bakery,154,Birthday,267,Room Temperature,Occasional,Autumn,Finger Food,Cairo,High,26
Bakery,359,Festival,560,Frozen,Regular,Winter,Finger Food,Cairo,Moderate,86
Fruits,360,Wedding,495,Frozen,Regular,All Seasons,Plated,Alexandria,Moderate,40
Bakery,416,Corporate,166,Refrigerated,Regular,Summer,Plated,Alexandria,Low,77
Vegetables,241,Corporate,50,Refrigerated,Regular,Summer,Finger Food,Mansoura,Low,65
Fruits,452,Corporate,99,Refrigerated,Regular,Summer,Finger Food,Upper Egypt,Low,12
Fruits,81,Wedding,297,Refrigerated,Occasional,Spring,Finger Food,Delta,Moderate,14
Vegetables,476,Wedding,245,Frozen,Regular,Summer,Plated,Upper Egypt,Low,66
Fruits,284,Wedding,410,Frozen,Regular,Winter,Buffet,Delta,High,6
Meat,256,Wedding,440,Room Temperature,Occasional,All Seasons,Finger Food,Mansoura,High,38
Meat,96,Corporate,208,Room Temperature,Regular,Spring,Plated,Delta,High,76
Vegetables,297,Corporate,496,Refrigerated,Regular,Summer,Plated,Mansoura,Moderate,71
Dairy,107,Corporate,531,Room Temperature,Occasional,Summer,Plated,Upper Egypt,High,71
Vegetables,389,Birthday,213,Room Temperature,Regular,Spring,Buffet,Upper Egypt,Moderate,8
Fruits,324,Birthday,433,Refrigerated,Occasional,Summer,Plated,Delta,Low,80
Fruits,266,Wedding,500,Frozen,Regular,Autumn,Finger Food,Giza,Moderate,35
Vegetables,346,Birthday,339,Refrigerated,Occasional,Spring,Plated,Giza,Low,64
Dairy,221,Corporate,118,Frozen,Occasional,Autumn,Finger Food,Mansoura,Moderate,75
Dairy,359,Birthday,54,Refrigerated,Regular,Winter,Plated,Alexandria,Low,25
Dairy,141,Festival,443,Room Temperature,Regular,Summer,Finger Food,Cairo,High,52
Meat,134,Wedding,178,Frozen,Occasional,Summer,Finger Food,Cairo,Low,5
Bakery,289,Birthday,57,Frozen,Occasional,Winter,Plated,Cairo,High,63
Vegetables,334,Birthday,545,Room Temperature,Occasional,Spring,Plated,Cairo,Low,69
Fruits,121,Wedding,181,Frozen,Occasional,Autumn,Finger Food,Giza,Low,82
Meat,54,Festival,134,Refrigerated,Regular,All Seasons,Buffet,Upper Egypt,Moderate,23
Vegetables,201,Wedding,550,Refrigerated,Regular,Summer,Plated,Upper Egypt,Moderate,93
Dairy,290,Corporate,487,Refrigerated,Occasional,All Seasons,Finger Food,Alexandria,High,83
Dairy,229,Festival,462,Room Temperature,Occasional,Summer,Buffet,Delta,High,97
Dairy,318,Birthday,249,Room Temperature,Occasional,All Seasons,Buffet,Delta,High,51
Vegetables,132,Wedding,191,Frozen,Occasional,Summer,Buffet,Mansoura,High,30
Vegetables,115,Corporate,127,Room Temperature,Regular,Autumn,Plated,Cairo,Moderate,7
Fruits,404,Wedding,539,Frozen,Regular,Spring,Buffet,Cairo,Moderate,68
Bakery,108,Corporate,386,Refrigerated,Regular,All Seasons,Buffet,Mansoura,High,24
Dairy,54,Corporate,566,Refrigerated,Regular,Spring,Finger Food,Delta,High,96
Vegetables,392,Wedding,529,Room Temperature,Occasional,Autumn,Buffet,Giza,Moderate,41
Bakery,306,Birthday,416,Room Temperature,Regular,Autumn,Buffet,Cairo,Moderate,78
Dairy,291,Corporate,308,Room Temperature,Regular,Autumn,Finger Food,Upper Egypt,Moderate,41
Vegetables,465,Birthday,73,Refrigerated,Regular,Spring,Plated,Giza,High,57
Dairy,236,Birthday,580,Refrigerated,Occasional,Spring,Plated,Alexandria,Moderate,80
Vegetables,418,Festival,181,Room Temperature,Regular,All Seasons,Buffet,Upper Egypt,High,91
Vegetables,60,Festival,100,Refrigerated,Occasional,Spring,Buffet,Alexandria,Low,80
Meat,336,Wedding,336,Refrigerated,Regular,Spring,Buffet,Mansoura,High,30
Meat,500,Birthday,290,Room Temperature,Occasional,Winter,Finger Food,Delta,High,30
Meat,95,Corporate,108,Frozen,Regular,Autumn,Buffet,Delta,High,80
Vegetables,83,Festival,583,Refrigerated,Regular,Summer,Plated,Cairo,Low,72
Vegetables,221,Wedding,116,Room Temperature,Regular,Autumn,Plated,Cairo,High,99
Vegetables,75,Wedding,275,Frozen,Occasional,Spring,Finger Food,Cairo,Low,58
Dairy,137,Corporate,574,Refrigerated,Regular,Winter,Plated,Upper Egypt,Moderate,71
Meat,228,Wedding,519,Frozen,Occasional,Spring,Buffet,Alexandria,High,33
Meat,474,Corporate,87,Room Temperature,Regular,Winter,Buffet,Delta,Moderate,68
Vegetables,359,Festival,565,Room Temperature,Regular,All Seasons,Plated,Delta,Low,100
